"rental_id","rental_date","payment_id","amount","country_id","country","customer_id","full_name","film_id"
10360,"2005-08-01 05:52:53",21176,0.99,15,"Brazil",443,"Francisco Skidmore",250
5568,"2005-07-10 03:36:56",26944,0.99,23,"China",424,"Kyle Spurlock",250
1349,"2005-06-15 12:49:02",19510,4.99,23,"China",267,"Margie Wade",251
14797,"2005-08-22 00:41:24",22156,4.99,23,"China",546,"Kelly Knott",251
6184,"2005-07-11 11:19:21",30656,6.99,103,"United States",146,"Jamie Rice",251
11809,"2005-08-17 11:51:39",19889,3.99,103,"United States",305,"Richard Mccrary",252
9483,"2005-07-30 23:31:31",28839,6.99,103,"United States",593,"Rene Mcalister",252
14354,"2005-08-21 09:08:14",20607,5.99,103,"United States",382,"Victor Barkley",252
9478,"2005-07-30 23:12:53",25331,2.99,23,"China",283,"Felicia Sutton",252
1968,"2005-06-17 09:20:36",19428,2.99,15,"Brazil",246,"Marian Mendoza",252
1508,"2005-06-15 22:33:24",18152,2.99,23,"China",511,"Chester Benner",252
12063,"2005-08-17 21:24:48",22184,2.99,23,"China",550,"Guy Brownlee",252
11797,"2005-08-17 11:17:21",22153,4.99,23,"China",546,"Kelly Knott",253
2276,"2005-06-18 06:33:48",18453,6.99,23,"China",594,"Eduardo Hiatt",253
13757,"2005-08-20 11:20:12",22811,4.99,103,"United States",14,"Betty White",253
8194,"2005-07-28 22:51:44",26948,2.99,23,"China",424,"Kyle Spurlock",254
11177,"2005-08-02 10:43:48",22694,6.99,103,"United States",2,"Patricia Johnson",254
15207,"2005-08-22 16:35:25",21175,2.99,23,"China",442,"Leroy Bustamante",254
5630,"2005-07-10 06:08:14",28213,2.99,103,"United States",537,"Clinton Buford",254
11967,"2005-08-17 17:45:00",21926,3.99,23,"China",521,"Roland South",254
12178,"2005-08-18 01:17:32",19625,5.99,103,"United States",276,"Brandy Graves",254
15323,"2005-08-22 20:22:40",24400,4.99,15,"Brazil",178,"Marion Snyder",255
9102,"2005-07-30 08:48:20",25250,4.99,103,"United States",276,"Brandy Graves",255
4687,"2005-07-08 10:54:19",30915,4.99,23,"China",169,"Erica Matthews",255
12740,"2005-08-18 22:17:04",20098,4.99,103,"United States",330,"Scott Shelley",255
4868,"2005-07-08 19:13:50",25628,4.99,15,"Brazil",307,"Joseph Joy",255
13993,"2005-08-20 19:32:29",23578,4.99,23,"China",93,"Phyllis Foster",255
8558,"2005-07-29 11:24:49",30922,4.99,23,"China",169,"Erica Matthews",256
14409,"2005-08-21 10:53:35",19973,4.99,15,"Brazil",314,"George Linton",256
7304,"2005-07-27 12:56:56",29812,6.99,15,"Brazil",74,"Denise Kelly",257
8519,"2005-07-29 10:09:43",28770,2.99,23,"China",588,"Marion Ocampo",257
2672,"2005-06-19 11:42:04",17803,3.99,103,"United States",420,"Jacob Lance",257
13902,"2005-08-20 16:07:08",19612,0.99,103,"United States",275,"Carole Barnett",258
5164,"2005-07-09 09:03:14",27917,3.99,23,"China",511,"Chester Benner",259
10506,"2005-08-01 11:16:05",24696,4.99,15,"Brazil",216,"Natalie Meyer",260
9947,"2005-07-31 15:49:40",30568,9.99,23,"China",138,"Hazel Warren",260
11748,"2005-08-17 09:04:02",22581,0.99,23,"China",595,"Terrence Gunderson",261
6054,"2005-07-11 03:58:39",26154,0.99,15,"Brazil",354,"Justin Ngo",261
7343,"2005-07-27 14:27:13",28087,0.99,103,"United States",526,"Karl Seal",262
13915,"2005-08-20 16:42:53",23891,4.99,23,"China",129,"Carrie Porter",263
6404,"2005-07-11 22:49:50",28083,4.99,103,"United States",526,"Karl Seal",263
14815,"2005-08-22 01:12:44",19975,4.99,15,"Brazil",314,"George Linton",263
11448,"2005-08-02 20:44:33",21692,4.99,23,"China",496,"Tyler Wren",263
12781,"2005-08-18 23:50:24",24294,2.99,23,"China",168,"Regina Berry",264
11849,"2005-08-17 13:24:55",23567,4.99,15,"Brazil",92,"Tina Simmons",265
10783,"2005-08-01 21:23:37",21684,4.99,23,"China",495,"Charlie Bess",266
4607,"2005-07-08 07:15:14",25294,0.99,23,"China",281,"Leona Obrien",266
10217,"2005-08-01 01:07:27",26564,4.99,23,"China",389,"Alan Kahn",266
5973,"2005-07-11 00:09:17",30864,0.99,23,"China",165,"Lorraine Stephens",266
10447,"2005-08-01 09:04:58",24902,3.99,23,"China",241,"Heidi Larson",266
5476,"2005-07-09 23:37:09",26985,2.99,15,"Brazil",427,"Jesus Mccartney",266
3933,"2005-07-06 21:06:37",31486,4.99,15,"Brazil",229,"Tamara Nguyen",267
10970,"2005-08-02 04:06:46",25086,8.99,23,"China",260,"Christy Vargas",267
6837,"2005-07-12 18:59:45",28172,9.99,23,"China",533,"Jessie Milam",267
14579,"2005-08-21 16:54:47",25094,7.99,23,"China",260,"Christy Vargas",267
14609,"2005-08-21 17:57:26",22200,4.99,15,"Brazil",551,"Clayton Barbee",268
12838,"2005-08-19 01:51:50",19922,6.99,103,"United States",308,"Thomas Grigsby",268
14441,"2005-08-21 11:59:38",25093,2.99,23,"China",260,"Christy Vargas",269
9616,"2005-07-31 04:05:01",28340,2.99,23,"China",550,"Guy Brownlee",269
7863,"2005-07-28 10:05:46",31073,0.99,103,"United States",182,"Renee Lane",269
2868,"2005-06-20 00:08:58",19312,2.99,103,"United States",214,"Kristin Johnston",269
14063,"2005-08-20 22:36:40",19613,0.99,103,"United States",275,"Carole Barnett",270
1818,"2005-06-16 21:30:34",18751,0.99,103,"United States",63,"Ashley Richardson",270
7159,"2005-07-27 07:24:00",30792,2.99,103,"United States",158,"Veronica Stone",270
10167,"2005-07-31 23:24:31",30462,5.99,23,"China",129,"Carrie Porter",271
2769,"2005-06-19 17:52:14",17558,6.99,15,"Brazil",354,"Justin Ngo",271
3697,"2005-07-06 10:07:22",31065,6.99,103,"United States",182,"Renee Lane",271
3035,"2005-06-20 12:17:03",18748,5.99,103,"United States",62,"Joan Cooper",271
11894,"2005-08-17 15:15:01",23325,8.99,23,"China",67,"Kelly Torres",271
8680,"2005-07-29 16:08:03",25879,4.99,103,"United States",330,"Scott Shelley",272
6008,"2005-07-11 01:51:29",31345,6.99,15,"Brazil",216,"Natalie Meyer",272
12979,"2005-08-19 07:00:35",19523,4.99,23,"China",267,"Margie Wade",272
12115,"2005-08-17 23:04:15",21322,4.99,103,"United States",457,"Bill Gavin",272
2781,"2005-06-19 18:24:42",19272,2.99,23,"China",197,"Sue Peters",273
12411,"2005-08-18 09:47:57",24427,0.99,103,"United States",181,"Ana Bradley",273
13811,"2005-08-20 13:00:30",24297,0.99,23,"China",168,"Regina Berry",273
14981,"2005-08-22 07:19:05",22139,2.99,15,"Brazil",544,"Cody Nolen",274
14840,"2005-08-22 01:58:42",20330,5.99,15,"Brazil",354,"Justin Ngo",274
13568,"2005-08-20 05:02:46",24137,5.99,23,"China",151,"Megan Palmer",274
14231,"2005-08-21 05:04:34",19913,0.99,15,"Brazil",307,"Joseph Joy",275
2205,"2005-06-18 02:14:34",18447,4.99,103,"United States",593,"Rene Mcalister",275
4727,"2005-07-08 12:54:15",29426,7.99,15,"Brazil",39,"Debra Nelson",276
14752,"2005-08-21 23:11:42",20402,5.99,15,"Brazil",362,"Nicholas Barfield",276
9818,"2005-07-31 11:34:32",31085,4.99,15,"Brazil",183,"Ida Andrews",277
6588,"2005-07-12 06:57:40",26903,4.99,103,"United States",420,"Jacob Lance",278
3983,"2005-07-06 23:14:21",29053,0.99,103,"United States",6,"Jennifer Davis",280
7235,"2005-07-27 10:09:30",26159,2.99,15,"Brazil",354,"Justin Ngo",280
12241,"2005-08-18 03:33:17",24971,0.99,103,"United States",248,"Caroline Bowman",280
13978,"2005-08-20 19:03:25",25091,0.99,23,"China",260,"Christy Vargas",280
10185,"2005-08-01 00:12:11",29709,0.99,23,"China",64,"Judith Cox",281
6300,"2005-07-11 17:50:09",25325,1.99,23,"China",283,"Felicia Sutton",281
11145,"2005-08-02 09:43:24",19759,0.99,103,"United States",291,"Toni Holt",281
5048,"2005-07-09 03:46:33",27391,0.99,23,"China",466,"Leo Ebert",281
13237,"2005-08-19 16:18:36",24305,1.99,23,"China",169,"Erica Matthews",282
15774,"2005-08-23 13:25:08",25026,0.99,15,"Brazil",254,"Maxine Silva",282
2124,"2005-06-17 20:49:14",19187,1.99,15,"Brazil",178,"Marion Snyder",282
10771,"2005-08-01 20:49:35",21600,4.99,23,"China",485,"Clyde Tobias",282
6926,"2005-07-26 22:52:45",26156,0.99,15,"Brazil",354,"Justin Ngo",282
7030,"2005-07-27 03:01:40",28335,0.99,23,"China",550,"Guy Brownlee",282
4757,"2005-07-08 14:36:51",27840,0.99,103,"United States",504,"Nathaniel Adam",283
13696,"2005-08-20 09:16:15",22664,0.99,15,"Brazil",206,"Terri Vasquez",283
8663,"2005-07-29 15:33:18",31336,4.99,103,"United States",214,"Kristin Johnston",284
11972,"2005-08-17 17:55:46",19919,4.99,103,"United States",308,"Thomas Grigsby",284
13818,"2005-08-20 13:20:09",21689,4.99,23,"China",495,"Charlie Bess",284
2446,"2005-06-18 19:04:41",17993,8.99,23,"China",466,"Leo Ebert",284
12565,"2005-08-18 15:12:17",24649,4.99,23,"China",211,"Stacey Montgomery",284
10908,"2005-08-02 01:53:06",19540,4.99,103,"United States",269,"Cassandra Walters",284
14302,"2005-08-21 07:19:57",21828,6.99,23,"China",511,"Chester Benner",284
10352,"2005-08-01 05:44:36",22311,1.99,23,"China",564,"Bob Pfeiffer",285
7543,"2005-07-27 21:44:28",28089,5.99,103,"United States",526,"Karl Seal",285
15903,"2005-08-23 17:30:40",19529,3.99,23,"China",267,"Margie Wade",285
6910,"2005-07-12 22:11:21",28302,6.99,23,"China",546,"Kelly Knott",285
15509,"2005-08-23 02:51:24",22743,5.99,103,"United States",6,"Jennifer Davis",285
8690,"2005-07-29 16:39:28",25430,0.99,103,"United States",291,"Toni Holt",285
9329,"2005-07-30 17:42:38",28838,6.99,103,"United States",593,"Rene Mcalister",285
5347,"2005-07-09 17:31:32",31708,0.99,15,"Brazil",246,"Marian Mendoza",285
14111,"2005-08-21 00:59:01",23901,0.99,15,"Brazil",130,"Charlotte Hunter",285
11757,"2006-02-14 15:16:03",31993,2.99,23,"China",550,"Guy Brownlee",286
10338,"2005-08-01 05:03:03",20175,3.99,23,"China",339,"Walter Perryman",286
13449,"2005-08-20 00:17:01",20775,2.99,103,"United States",400,"Bryan Hardison",286
5510,"2005-07-10 00:58:37",29734,2.99,23,"China",67,"Kelly Torres",286
10463,"2005-08-01 09:39:43",19758,4.99,103,"United States",291,"Toni Holt",287
4984,"2005-07-09 00:35:31",31331,3.99,103,"United States",214,"Kristin Johnston",287
1304,"2005-06-15 09:56:02",19412,4.99,23,"China",242,"Glenda Frazier",288
3760,"2005-07-06 12:49:28",25871,2.99,103,"United States",330,"Scott Shelley",288
4458,"2005-07-07 23:47:47",31487,2.99,15,"Brazil",229,"Tamara Nguyen",288
11768,"2005-08-17 10:02:29",22314,2.99,23,"China",564,"Bob Pfeiffer",288
5603,"2005-07-10 05:04:54",29808,2.99,15,"Brazil",74,"Denise Kelly",288
4284,"2005-07-07 15:31:57",28020,0.99,23,"China",521,"Roland South",290
3822,"2005-07-06 15:41:15",31638,0.99,23,"China",241,"Heidi Larson",290
8105,"2005-07-28 18:59:46",25707,0.99,15,"Brazil",314,"George Linton",291
1356,"2005-06-15 13:17:01",19297,0.99,103,"United States",212,"Wilma Richards",291
4664,"2005-07-08 10:01:28",28297,0.99,23,"China",546,"Kelly Knott",291
11675,"2005-08-17 05:57:54",21857,1.99,23,"China",514,"Franklin Troutman",292
2357,"2005-06-18 12:59:41",18326,5.99,103,"United States",561,"Ian Still",292
10426,"2005-08-01 08:26:08",19885,4.99,103,"United States",305,"Richard Mccrary",293
14377,"2005-08-21 09:49:28",22742,4.99,103,"United States",6,"Jennifer Davis",293
5690,"2005-07-10 09:26:49",26249,5.99,15,"Brazil",362,"Nicholas Barfield",293
14207,"2005-08-21 04:08:19",22371,4.99,23,"China",569,"Dave Gardiner",293
7244,"2005-07-27 10:27:33",25993,2.99,23,"China",339,"Walter Perryman",293
3277,"2005-06-21 05:36:37",19358,7.99,15,"Brazil",229,"Tamara Nguyen",294
12516,"2005-08-18 13:39:53",19860,4.99,23,"China",302,"Michael Silverman",294
6084,"2005-07-11 05:16:20",27547,7.99,103,"United States",479,"Zachary Hite",294
14049,"2005-08-20 22:08:55",23716,5.99,103,"United States",112,"Rosa Reynolds",295
3831,"2005-07-06 16:06:35",28953,0.99,15,"Brazil",206,"Terri Vasquez",295
4819,"2005-07-08 17:19:15",29693,5.99,23,"China",64,"Judith Cox",295
4376,"2005-07-07 20:24:33",30710,2.99,23,"China",151,"Megan Palmer",296
13646,"2005-08-20 07:47:08",24925,5.99,23,"China",242,"Glenda Frazier",297
4745,"2005-07-08 13:45:09",26150,2.99,15,"Brazil",354,"Justin Ngo",298
14731,"2005-08-21 22:21:49",24169,2.99,23,"China",154,"Michele Grant",298
1643,"2005-06-16 08:55:35",18061,3.99,23,"China",484,"Roberto Vu",298
12328,"2005-08-18 06:43:56",23424,1.99,15,"Brazil",77,"Jane Bennett",299
2466,"2005-06-18 20:18:42",17831,0.99,15,"Brazil",427,"Jesus Mccartney",299
12070,"2005-08-17 21:46:47",24205,1.99,103,"United States",158,"Veronica Stone",299
4696,"2005-07-08 11:12:27",26943,5.99,23,"China",424,"Kyle Spurlock",300
1314,"2005-06-15 10:21:45",18250,5.99,23,"China",538,"Ted Breaux",300
12605,"2005-08-18 16:59:37",21694,4.99,23,"China",496,"Tyler Wren",300
10851,"2005-08-01 23:58:45",24165,4.99,23,"China",154,"Michele Grant",300
8364,"2005-07-29 05:10:31",26257,4.99,15,"Brazil",362,"Nicholas Barfield",300
2272,"2005-06-18 06:29:53",18464,1.99,23,"China",599,"Austin Cintron",301
7377,"2005-07-27 15:31:28",28766,2.99,23,"China",588,"Marion Ocampo",301
15680,"2005-08-23 09:33:22",24309,4.99,23,"China",169,"Erica Matthews",301
11188,"2005-08-02 11:17:11",21602,3.99,23,"China",485,"Clyde Tobias",302
12538,"2005-08-18 14:09:09",23769,2.99,103,"United States",118,"Kim Cruz",302
3381,"2005-06-21 14:02:59",19206,5.99,15,"Brazil",183,"Ida Andrews",302
2747,"2005-06-19 16:22:07",17811,2.99,23,"China",422,"Melvin Ellington",302
11643,"2005-08-17 04:49:35",24570,1.99,23,"China",197,"Sue Peters",303
2958,"2005-06-20 06:56:20",19484,3.99,23,"China",260,"Christy Vargas",303
3604,"2005-07-06 05:25:22",31654,0.99,23,"China",242,"Glenda Frazier",303
10148,"2005-07-31 22:19:16",29689,0.99,103,"United States",63,"Ashley Richardson",303
5865,"2005-07-10 18:31:05",30417,0.99,15,"Brazil",126,"Ellen Simpson",303
9248,"2005-07-30 14:14:11",29015,0.99,103,"United States",2,"Patricia Johnson",303
4256,"2005-07-07 14:14:36",30451,2.99,23,"China",129,"Carrie Porter",304
11902,"2005-08-17 15:37:34",23286,4.99,103,"United States",63,"Ashley Richardson",304
14332,"2005-08-21 08:30:43",21697,7.99,23,"China",496,"Tyler Wren",304
3134,"2005-06-20 19:29:09",18249,8.99,103,"United States",537,"Clinton Buford",304
7074,"2005-07-27 04:06:24",30865,2.99,23,"China",165,"Lorraine Stephens",305
10030,"2005-07-31 18:39:36",25831,2.99,15,"Brazil",325,"Timothy Bunn",305
3012,"2005-06-20 10:43:13",18488,4.99,15,"Brazil",206,"Terri Vasquez",305
14946,"2005-08-22 06:07:10",19924,2.99,103,"United States",308,"Thomas Grigsby",305
14572,"2005-08-21 16:44:31",22088,2.99,23,"China",538,"Ted Breaux",306
2055,"2005-06-17 15:27:03",18446,5.99,103,"United States",593,"Rene Mcalister",306
14593,"2005-08-21 17:33:18",22321,0.99,23,"China",564,"Bob Pfeiffer",306
1882,"2005-06-17 03:17:21",18693,4.99,15,"Brazil",47,"Frances Parker",307
4064,"2005-07-07 04:29:20",29520,5.99,15,"Brazil",47,"Frances Parker",307
13142,"2005-08-19 12:42:28",19544,5.99,103,"United States",269,"Cassandra Walters",307
4261,"2005-07-07 14:23:56",27745,4.99,23,"China",496,"Tyler Wren",307
12342,"2005-08-18 07:12:46",23287,2.99,103,"United States",63,"Ashley Richardson",308
3853,"2005-07-06 16:59:20",28212,0.99,103,"United States",537,"Clinton Buford",309
7406,"2005-07-27 16:25:45",29848,3.99,15,"Brazil",77,"Jane Bennett",309
15196,"2005-08-22 16:11:32",24434,2.99,103,"United States",181,"Ana Bradley",309
12467,"2005-08-18 11:40:09",24661,0.99,103,"United States",212,"Wilma Richards",309
12573,"2005-08-18 15:32:57",24438,4.99,103,"United States",182,"Renee Lane",310
8883,"2005-07-30 00:24:48",30909,1.99,23,"China",168,"Regina Berry",311
7816,"2005-07-28 08:14:12",25329,0.99,23,"China",283,"Felicia Sutton",311
15796,"2005-08-23 14:12:22",24212,5.99,103,"United States",158,"Veronica Stone",312
10065,"2005-07-31 19:27:34",27742,4.99,23,"China",495,"Charlie Bess",312
8093,"2005-07-28 18:29:16",28174,8.99,23,"China",533,"Jessie Milam",312
10907,"2005-08-02 01:51:48",22286,4.99,103,"United States",561,"Ian Still",313
14262,"2005-08-21 06:08:13",20044,8.99,23,"China",324,"Gary Coy",313
3595,"2005-07-06 04:59:49",30022,8.99,15,"Brazil",92,"Tina Simmons",313
9311,"2005-07-30 16:58:31",31025,7.99,15,"Brazil",178,"Marion Snyder",313
1255,"2005-06-15 06:13:45",18206,4.99,103,"United States",526,"Karl Seal",313
13532,"2005-08-20 03:29:28",24296,4.99,23,"China",168,"Regina Berry",313
11030,"2005-08-02 05:51:20",22361,1.99,23,"China",569,"Dave Gardiner",314
2950,"2005-06-20 06:08:36",18328,4.99,103,"United States",561,"Ian Still",314
13987,"2005-08-20 19:19:30",24956,4.99,15,"Brazil",246,"Marian Mendoza",316
5367,"2005-07-09 18:39:15",27621,3.99,23,"China",485,"Clyde Tobias",317
2542,"2005-06-19 02:08:39",18764,3.99,23,"China",67,"Kelly Torres",317
14334,"2005-08-21 08:32:32",22583,0.99,23,"China",595,"Terrence Gunderson",317
11176,"2005-08-02 10:39:43",23041,3.99,23,"China",37,"Pamela Baker",317
10780,"2005-08-01 21:14:24",23163,2.99,103,"United States",51,"Alice Stewart",317
7308,"2005-07-27 13:00:25",31495,5.99,15,"Brazil",229,"Tamara Nguyen",319
9572,"2005-07-31 02:44:10",25332,2.99,23,"China",283,"Felicia Sutton",319
15366,"2005-08-22 21:45:57",20526,6.99,15,"Brazil",374,"Jeremy Hurtado",319
12782,"2005-08-18 23:56:23",21685,5.99,23,"China",495,"Charlie Bess",319
10273,"2005-08-01 03:14:47",24658,4.99,103,"United States",212,"Wilma Richards",319
9746,"2005-07-31 09:16:48",25643,7.99,103,"United States",308,"Thomas Grigsby",320
13611,"2005-08-20 06:20:42",23714,8.99,103,"United States",112,"Rosa Reynolds",320
10714,"2005-08-01 18:51:29",23295,4.99,23,"China",64,"Judith Cox",320
15832,"2005-08-23 15:21:35",22081,8.99,103,"United States",537,"Clinton Buford",321
6880,"2005-07-12 20:41:35",31493,2.99,15,"Brazil",229,"Tamara Nguyen",322
7826,"2005-07-28 08:35:51",31335,5.99,103,"United States",214,"Kristin Johnston",322
7440,"2005-07-27 17:43:27",27607,4.99,23,"China",484,"Roberto Vu",323
10998,"2005-08-02 04:50:55",21097,6.99,23,"China",435,"Ricky Shelby",323
14142,"2005-08-21 02:07:43",22136,4.99,15,"Brazil",544,"Cody Nolen",323
6787,"2005-07-12 16:33:28",26018,7.99,15,"Brazil",342,"Harold Martino",324
4308,"2005-07-07 17:29:16",30898,5.99,23,"China",168,"Regina Berry",324
1835,"2005-06-16 23:05:36",18935,4.99,103,"United States",112,"Rosa Reynolds",324
8256,"2005-07-29 01:02:42",28221,4.99,103,"United States",537,"Clinton Buford",324
11786,"2005-08-17 10:57:40",21099,3.99,23,"China",435,"Ricky Shelby",326
3480,"2005-07-05 23:11:43",26486,3.99,103,"United States",382,"Victor Barkley",326
3236,"2005-06-21 02:47:43",18289,9.99,23,"China",550,"Guy Brownlee",327
1209,"2005-06-15 02:31:12",19062,7.99,103,"United States",146,"Jamie Rice",327
10017,"2005-07-31 18:13:22",26955,6.99,23,"China",424,"Kyle Spurlock",327
11503,"2005-08-16 23:10:34",21962,10.99,103,"United States",526,"Karl Seal",327
3900,"2005-07-06 19:21:28",30449,4.99,23,"China",129,"Carrie Porter",328
2120,"2005-06-17 20:36:50",19201,5.99,103,"United States",182,"Renee Lane",328
5149,"2005-07-09 08:28:23",25873,2.99,103,"United States",330,"Scott Shelley",328
3189,"2005-06-20 23:19:33",18253,2.99,23,"China",538,"Ted Breaux",329
8035,"2005-07-28 16:23:01",29148,6.99,103,"United States",14,"Betty White",329
6086,"2005-07-11 05:29:03",26900,3.99,103,"United States",420,"Jacob Lance",329
15852,"2005-08-23 15:47:02",24004,2.99,103,"United States",140,"Eva Ramos",329
12391,"2005-08-18 08:52:53",19911,4.99,15,"Brazil",307,"Joseph Joy",330
4288,"2005-07-07 15:38:25",29691,4.99,23,"China",64,"Judith Cox",330
3590,"2005-07-06 04:35:12",25319,4.99,23,"China",283,"Felicia Sutton",330
8053,"2005-07-28 16:59:41",28091,4.99,103,"United States",526,"Karl Seal",330
5820,"2005-07-10 16:04:59",27622,4.99,23,"China",485,"Clyde Tobias",330
12897,"2006-02-14 15:16:03",32067,4.99,15,"Brazil",178,"Marion Snyder",330
14987,"2005-08-22 07:41:08",23984,4.99,23,"China",138,"Hazel Warren",330
4204,"2005-07-07 11:24:18",28533,5.99,23,"China",569,"Dave Gardiner",330
13150,"2005-08-19 13:08:19",21325,2.99,103,"United States",457,"Bill Gavin",331
14546,"2005-08-21 15:50:50",21420,2.99,23,"China",466,"Leo Ebert",331
7317,"2005-07-27 13:19:41",27169,2.99,15,"Brazil",443,"Francisco Skidmore",331
5877,"2005-07-10 19:08:51",28214,5.99,103,"United States",537,"Clinton Buford",331
8471,"2005-07-29 08:32:11",28177,2.99,23,"China",533,"Jessie Milam",331
10483,"2005-08-01 10:19:45",23885,2.99,23,"China",129,"Carrie Porter",331
12963,"2005-08-19 06:26:04",22697,2.99,103,"United States",2,"Patricia Johnson",331
2060,"2005-06-17 15:42:42",18753,2.99,23,"China",64,"Judith Cox",333
7208,"2005-07-27 09:16:28",30561,2.99,23,"China",138,"Hazel Warren",333
4600,"2005-07-08 06:48:37",27303,5.99,103,"United States",457,"Bill Gavin",334
6827,"2005-07-12 18:33:45",25327,4.99,23,"China",283,"Felicia Sutton",334
15166,"2005-08-22 15:05:37",21777,6.99,103,"United States",504,"Nathaniel Adam",334
12929,"2005-08-19 05:05:23",19940,4.99,15,"Brazil",310,"Daniel Cabral",334
2740,"2005-06-19 15:59:04",18862,8.99,15,"Brazil",92,"Tina Simmons",336
10560,"2005-08-01 13:04:57",21045,4.99,15,"Brazil",427,"Jesus Mccartney",336
2349,"2005-06-18 12:25:14",18095,4.99,23,"China",495,"Charlie Bess",336
12139,"2005-08-17 23:57:13",20213,6.99,15,"Brazil",342,"Harold Martino",336
8119,"2005-07-28 19:23:15",26656,3.99,15,"Brazil",398,"Antonio Meek",337
7277,"2005-07-27 11:48:37",29736,5.99,23,"China",67,"Kelly Torres",338
11005,"2005-08-02 05:05:23",24697,0.99,15,"Brazil",216,"Natalie Meyer",339
5272,"2005-07-09 14:26:01",29992,0.99,23,"China",90,"Ruby Washington",339
7959,"2005-07-28 13:43:20",31019,4.99,15,"Brazil",178,"Marion Snyder",340
5369,"2005-07-09 18:42:16",28225,4.99,23,"China",538,"Ted Breaux",340
13558,"2005-08-20 04:13:17",22318,0.99,23,"China",564,"Bob Pfeiffer",341
13405,"2005-08-19 22:20:49",24431,4.99,103,"United States",181,"Ana Bradley",341
6804,"2005-07-12 17:22:06",25182,4.99,103,"United States",269,"Cassandra Walters",341
10412,"2005-08-01 07:57:16",20048,0.99,15,"Brazil",325,"Timothy Bunn",341
12101,"2006-02-14 15:16:03",31974,0.99,103,"United States",479,"Zachary Hite",341
11915,"2005-08-17 16:05:28",19542,3.99,103,"United States",269,"Cassandra Walters",341
12185,"2005-08-18 01:40:14",22530,2.99,23,"China",588,"Marion Ocampo",341
10401,"2005-08-01 07:27:09",22312,4.99,23,"China",564,"Bob Pfeiffer",342
9217,"2005-07-30 13:13:55",30256,4.99,103,"United States",112,"Rosa Reynolds",342
14477,"2005-08-21 13:32:38",23856,2.99,15,"Brazil",126,"Ellen Simpson",343
5015,"2005-07-09 01:54:24",31011,2.99,15,"Brazil",178,"Marion Snyder",343
8940,"2005-07-30 02:57:26",31316,3.99,103,"United States",212,"Wilma Richards",344
2372,"2005-06-18 14:37:37",18877,0.99,103,"United States",96,"Diana Alexander",344
6892,"2005-07-12 21:10:04",30560,0.99,23,"China",138,"Hazel Warren",344
4512,"2005-07-08 02:38:56",26941,0.99,23,"China",424,"Kyle Spurlock",344
5378,"2005-07-09 19:05:56",30556,0.99,23,"China",138,"Hazel Warren",345
1761,"2005-06-16 17:49:57",18192,0.99,23,"China",521,"Roland South",345
7398,"2005-07-27 16:07:22",29573,6.99,103,"United States",51,"Alice Stewart",345
11258,"2005-08-02 13:45:39",24918,4.99,23,"China",242,"Glenda Frazier",346
7691,"2005-07-28 03:30:09",30254,4.99,103,"United States",112,"Rosa Reynolds",346
6349,"2005-07-11 20:25:05",31346,7.99,15,"Brazil",216,"Natalie Meyer",347
13722,"2005-08-20 10:03:45",21004,4.99,23,"China",422,"Melvin Ellington",347
9649,"2005-07-31 05:46:54",29578,0.99,103,"United States",51,"Alice Stewart",348
10546,"2005-08-01 12:44:17",20395,3.99,15,"Brazil",362,"Nicholas Barfield",349
6650,"2005-07-12 10:57:10",28084,2.99,103,"United States",526,"Karl Seal",349
6704,"2005-07-12 12:50:24",28861,6.99,23,"China",595,"Terrence Gunderson",349
15801,"2005-08-23 14:26:04",24266,3.99,23,"China",165,"Lorraine Stephens",349
9839,"2005-07-31 12:21:16",28450,7.99,103,"United States",561,"Ian Still",349
6589,"2005-07-12 07:06:29",26946,2.99,23,"China",424,"Kyle Spurlock",349
15124,"2005-08-22 12:51:38",23070,5.99,15,"Brazil",39,"Debra Nelson",350
4477,"2005-07-08 00:38:24",28351,6.99,23,"China",552,"Hugh Waldrop",350
8363,"2005-07-29 05:10:08",25571,6.99,23,"China",302,"Michael Silverman",351
11974,"2005-08-17 17:56:48",21604,2.99,23,"China",485,"Clyde Tobias",351
14574,"2005-08-21 16:50:34",23280,1.99,103,"United States",62,"Joan Cooper",352
8567,"2005-07-29 11:37:30",28848,1.99,23,"China",594,"Eduardo Hiatt",352
14353,"2005-08-21 09:07:50",23894,0.99,23,"China",129,"Carrie Porter",352
5843,"2005-07-10 17:14:27",28904,2.99,23,"China",599,"Austin Cintron",353
13855,"2005-08-20 14:48:55",23600,4.99,103,"United States",96,"Diana Alexander",353
12592,"2005-08-18 16:17:50",19890,3.99,103,"United States",305,"Richard Mccrary",353
4730,"2005-07-08 12:59:49",30415,2.99,15,"Brazil",126,"Ellen Simpson",353
15209,"2005-08-22 16:37:32",22536,4.99,23,"China",588,"Marion Ocampo",354
13482,"2005-08-20 01:14:30",24449,2.99,15,"Brazil",183,"Ida Andrews",356
10187,"2005-08-01 00:15:49",26680,2.99,103,"United States",400,"Bryan Hardison",356
5946,"2005-07-10 22:57:29",25640,2.99,103,"United States",308,"Thomas Grigsby",356
13445,"2005-08-20 00:05:33",21688,2.99,23,"China",495,"Charlie Bess",356
3393,"2005-06-21 15:14:27",17591,2.99,15,"Brazil",362,"Nicholas Barfield",356
8531,"2005-07-29 10:26:15",26991,5.99,15,"Brazil",427,"Jesus Mccartney",356
